timestamp,seq,solenoids,P_0,P_1,P_2,P_3
30169633,360,0000000000000000,2642,2636,2639,2638
30737633,370,0000000000000000,2642,2636,2639,2636
31305633,380,0000000000000000,2641,2635,2639,2638
33577633,420,0000000000000000,2642,2637,2639,2639
34145634,430,0000000000000000,2643,2636,2639,2638
34713633,440,0000000000000000,2642,2636,2639,2638
35281633,450,0000000000000000,2642,2637,2640,2639
37561633,490,0000000000000000,2643,2636,2639,2639
38129633,500,0000000000000000,2642,2635,2640,2639
38697633,510,0000000000000000,2642,2636,2641,2638
39833632,530,0000000000000000,2642,2635,2639,2638
40401632,540,0000000000000000,2641,2635,2639,2638
40969631,550,0000000000000000,2642,2636,2639,2638
41537631,560,0000000000000000,2643,2636,2639,2638
42119161,570,0000000000000000,2642,2635,2638,2639
43255029,590,0000000000000000,2642,2637,2639,2639
43822632,600,0000000000000000,2643,2636,2638,2639
44390633,610,0000000000000000,2642,2635,2639,2638
44958632,620,0000000000000000,2642,2637,2640,2639
46094631,640,0000000000000000,2642,2636,2638,2638
46662632,650,0000000000000000,2641,2636,2639,2638
47230632,660,0000000000000000,2642,2635,2640,2639
48374555,680,0000000000000000,2643,2636,2639,2638
48942632,690,0000000000000000,2642,2636,2638,2639
49510631,700,0000000000000000,2641,2635,2638,2637
50078631,710,0000000000000000,2641,2635,2638,2636
50646631,720,0000000000000000,2642,2636,2638,2638
51214632,730,0000000000000000,2642,2635,2637,2637
51782632,740,0000000000000000,2642,2635,2638,2637
52350632,750,0000000000000000,2642,2635,2638,2637
52918632,760,0000000000000000,2643,2635,2637,2637
53486632,770,0000000000000000,2641,2637,2639,2639
54054633,780,0000000000000000,2642,2636,2638,2638
54622633,790,0000000000000000,2642,2635,2639,2638
55198393,800,0000000000000000,2642,2635,2638,2639
55766633,810,0000000000000000,2642,2637,2639,2638
56334633,820,0000000000000000,2641,2636,2638,2637
56902633,830,0000000000000000,2642,2636,2640,2639
57470633,840,0000000000000000,2642,2635,2638,2637
58038633,850,0000000000000000,2642,2635,2638,2637
58606634,860,0000000000000000,2642,2636,2638,2639
59174633,870,0000000000000000,2643,2636,2639,2638
59742633,880,0000000000000000,2641,2635,2639,2639
60310633,890,0000000000000000,2642,2637,2639,2639
60878633,900,0000000000000000,2642,2636,2641,2639
61454922,910,0000000000000000,2643,2636,2638,2639
62022633,920,0000000000000000,2642,2636,2640,2638
62590634,930,0000000000000000,2643,2637,2639,2638
63158633,940,0000000000000000,2643,2635,2639,2638
63726633,950,0000000000000000,2642,2636,2639,2639
64294633,960,0000000000000000,2641,2635,2638,2638
64862633,970,0000000000000000,2641,2635,2638,2637
65430633,980,0000000000000000,2642,2636,2638,2638
65998633,990,0000000000000000,2641,2635,2638,2637
66566633,1000,0000000000000000,2643,2636,2638,2638
67134634,1010,0000000000000000,2642,2635,2639,2637
67716241,1020,0000000000000000,2642,2635,2638,2638
68284632,1030,0000000000000000,2642,2635,2637,2637
68852632,1040,0000000000000000,2641,2635,2638,2637
69420631,1050,0000000000000000,2641,2635,2638,2637
69988631,1060,0000000000000000,2642,2635,2638,2638
70556632,1070,0000000000000000,2641,2635,2638,2637
71124632,1080,0000000000000000,2642,2636,2638,2637
71692632,1090,0000000000000000,2642,2636,2638,2638
72260632,1100,0000000000000000,2642,2635,2638,2637
72828631,1110,0000000000000000,2642,2636,2638,2638
73396632,1120,0000000000000000,2641,2635,2638,2637
73964632,1130,0000000000000000,2642,2634,2638,2637
74539632,1140,0000000000000000,2642,2635,2638,2637
75107631,1150,0000000000000000,2641,2635,2637,2638
75675632,1160,0000000000000000,2641,2635,2638,2638
